age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churn,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,value_per_hour,activity_status,age_group
20,Male,Basic,1.4,51,South America,Tv,8.99,True,Gift Card,4,0.03,Comedy,0.16,Dormant,18-25
59,Male,Standard,10.64,36,Oceania,Desktop,13.99,True,Gift Card,2,0.29,Drama,0.76,Dormant,51+
66,Male,Basic,8.01,53,Europe,Tablet,8.99,True,Credit Card,1,0.15,Comedy,0.89,Dormant,51+
41,Male,Basic,7.04,30,South America,Tablet,8.99,False,Debit Card,5,0.23,Sci-Fi,0.78,Intermittent,36-50
51,Male,Basic,7.54,5,Europe,Desktop,8.99,False,Debit Card,4,1.26,Action,0.84,Active,51+
29,Female,Standard,17.26,17,Oceania,Tablet,13.99,False,Gift Card,2,0.96,Drama,1.23,Intermittent,26-35
58,Other,Premium,14.44,43,North America,Tablet,17.99,True,Gift Card,3,0.33,Horror,0.8,Dormant,51+
28,Other,Standard,6.97,9,Africa,Desktop,13.99,False,Debit Card,4,0.7,Horror,0.5,Intermittent,26-35
29,Female,Premium,14.87,12,North America,Laptop,17.99,False,Credit Card,4,1.14,Action,0.83,Intermittent,26-35
62,Other,Standard,4.16,29,Europe,Desktop,13.99,True,Paypal,3,0.14,Sci-Fi,0.3,Intermittent,51+
62,Other,Basic,21.86,22,Oceania,Tv,8.99,False,Crypto,5,0.95,Sci-Fi,2.43,Intermittent,51+
58,Female,Basic,8.4,44,Africa,Laptop,8.99,True,Gift Card,2,0.19,Documentary,0.93,Dormant,51+
21,Female,Standard,25.32,60,Europe,Mobile,13.99,False,Crypto,4,0.42,Comedy,1.81,Dormant,18-25
38,Male,Basic,22.74,60,Asia,Desktop,8.99,True,Gift Card,3,0.37,Documentary,2.53,Dormant,36-50
19,Female,Standard,16.26,17,Europe,Tablet,13.99,False,Credit Card,1,0.9,Drama,1.16,Intermittent,18-25
46,Other,Basic,13.83,44,North America,Mobile,8.99,True,Debit Card,4,0.31,Action,1.54,Dormant,36-50
38,Female,Standard,0.9,35,North America,Desktop,13.99,True,Paypal,2,0.03,Sci-Fi,0.06,Dormant,36-50
36,Male,Standard,37.54,54,Europe,Tv,13.99,False,Paypal,2,0.68,Romance,2.68,Dormant,36-50
42,Male,Standard,1.64,17,Oceania,Desktop,13.99,False,Debit Card,5,0.09,Comedy,0.12,Intermittent,36-50
43,Male,Standard,5.61,41,Europe,Tablet,13.99,True,Paypal,1,0.13,Horror,0.4,Dormant,36-50
60,Other,Premium,7.61,20,Europe,Laptop,17.99,False,Paypal,1,0.36,Action,0.42,Intermittent,51+
55,Female,Standard,14.71,20,South America,Desktop,13.99,False,Credit Card,2,0.7,Horror,1.05,Intermittent,51+
41,Female,Basic,27.09,7,South America,Tv,8.99,False,Credit Card,5,3.39,Action,3.01,Active,36-50
51,Male,Premium,7.92,16,Africa,Mobile,17.99,False,Debit Card,2,0.47,Documentary,0.44,Intermittent,51+
32,Other,Basic,12.06,26,Asia,Laptop,8.99,False,Paypal,3,0.45,Drama,1.34,Intermittent,26-35
35,Female,Basic,2.22,4,Africa,Desktop,8.99,True,Paypal,2,0.44,Comedy,0.25,Active,26-35
63,Male,Premium,20.68,26,Asia,Tablet,17.99,False,Crypto,5,0.77,Horror,1.15,Intermittent,51+
39,Other,Premium,4.0,32,South America,Mobile,17.99,True,Debit Card,2,0.12,Horror,0.22,Dormant,36-50
19,Male,Basic,2.79,33,Oceania,Tablet,8.99,True,Paypal,4,0.08,Sci-Fi,0.31,Dormant,18-25
33,Female,Basic,9.64,30,Asia,Mobile,8.99,False,Crypto,5,0.31,Documentary,1.07,Intermittent,26-35
63,Male,Basic,39.55,42,North America,Tablet,8.99,True,Gift Card,1,0.92,Sci-Fi,4.4,Dormant,51+
18,Other,Basic,2.13,20,Oceania,Laptop,8.99,True,Credit Card,1,0.1,Sci-Fi,0.24,Intermittent,18-25
22,Other,Premium,32.64,30,Oceania,Mobile,17.99,False,Credit Card,5,1.05,Sci-Fi,1.81,Intermittent,18-25
42,Other,Basic,20.52,5,Europe,Tablet,8.99,False,Debit Card,2,3.42,Romance,2.28,Active,36-50
42,Male,Premium,3.49,55,Oceania,Tablet,17.99,True,Gift Card,4,0.06,Horror,0.19,Dormant,36-50
24,Female,Basic,14.8,28,North America,Laptop,8.99,False,Debit Card,5,0.51,Drama,1.65,Intermittent,18-25
30,Female,Basic,4.39,52,North America,Tv,8.99,True,Credit Card,3,0.08,Drama,0.49,Dormant,26-35
22,Male,Premium,5.45,16,North America,Desktop,17.99,False,Credit Card,1,0.32,Romance,0.3,Intermittent,18-25
54,Male,Standard,15.65,53,Oceania,Tablet,13.99,True,Gift Card,2,0.29,Sci-Fi,1.12,Dormant,51+
68,Other,Standard,5.33,26,North America,Laptop,13.99,False,Crypto,5,0.2,Drama,0.38,Intermittent,51+
51,Female,Standard,5.79,47,South America,Mobile,13.99,True,Debit Card,2,0.12,Documentary,0.41,Dormant,51+
68,Female,Standard,14.65,11,Oceania,Tablet,13.99,False,Debit Card,5,1.22,Sci-Fi,1.05,Intermittent,51+
58,Other,Standard,0.37,60,Europe,Tablet,13.99,True,Debit Card,5,0.01,Documentary,0.03,Dormant,51+
32,Female,Basic,9.14,51,North America,Mobile,8.99,True,Debit Card,2,0.18,Romance,1.02,Dormant,26-35
59,Male,Basic,25.0,44,Asia,Tablet,8.99,False,Crypto,4,0.56,Comedy,2.78,Dormant,51+
49,Female,Premium,14.39,48,Asia,Desktop,17.99,True,Gift Card,1,0.29,Action,0.8,Dormant,36-50
29,Male,Premium,0.69,41,Oceania,Tablet,17.99,True,Debit Card,5,0.02,Action,0.04,Dormant,26-35
53,Female,Basic,10.96,15,South America,Tv,8.99,False,Paypal,2,0.69,Comedy,1.22,Intermittent,51+
56,Male,Basic,14.36,21,South America,Tablet,8.99,False,Crypto,1,0.65,Romance,1.6,Intermittent,51+
56,Male,Basic,3.26,20,North America,Laptop,8.99,True,Paypal,3,0.16,Comedy,0.36,Intermittent,51+
68,Male,Standard,24.08,58,South America,Laptop,13.99,False,Gift Card,2,0.41,Comedy,1.72,Dormant,51+
62,Other,Premium,7.68,56,Europe,Laptop,17.99,True,Paypal,2,0.13,Horror,0.43,Dormant,51+
26,Male,Standard,67.5,29,South America,Mobile,13.99,False,Paypal,4,2.25,Romance,4.82,Intermittent,26-35
26,Other,Standard,4.31,13,South America,Mobile,13.99,True,Debit Card,1,0.31,Comedy,0.31,Intermittent,26-35
40,Female,Basic,12.67,44,Europe,Laptop,8.99,True,Credit Card,1,0.28,Comedy,1.41,Dormant,36-50
52,Male,Standard,5.03,4,Europe,Desktop,13.99,False,Debit Card,5,1.01,Sci-Fi,0.36,Active,51+
37,Female,Basic,25.43,5,Africa,Desktop,8.99,False,Gift Card,4,4.24,Horror,2.83,Active,36-50
24,Female,Basic,5.59,0,North America,Tablet,8.99,False,Crypto,5,5.59,Documentary,0.62,Active,18-25
19,Male,Premium,11.32,31,Asia,Desktop,17.99,False,Debit Card,4,0.35,Action,0.63,Dormant,18-25
69,Male,Basic,1.13,24,Africa,Tablet,8.99,True,Credit Card,3,0.05,Romance,0.13,Intermittent,51+
40,Female,Standard,30.74,55,Oceania,Tablet,13.99,False,Crypto,3,0.55,Drama,2.2,Dormant,36-50
39,Other,Basic,16.77,48,South America,Laptop,8.99,True,Credit Card,1,0.34,Romance,1.87,Dormant,36-50
51,Other,Basic,51.43,34,South America,Tablet,8.99,False,Gift Card,5,1.47,Horror,5.72,Dormant,51+
52,Male,Standard,21.89,3,Europe,Mobile,13.99,False,Paypal,1,5.47,Horror,1.56,Active,51+
70,Other,Premium,8.68,41,South America,Desktop,17.99,True,Paypal,1,0.21,Horror,0.48,Dormant,51+
70,Other,Standard,20.33,42,Europe,Mobile,13.99,False,Crypto,4,0.47,Documentary,1.45,Dormant,51+
68,Male,Premium,19.91,54,Europe,Mobile,17.99,True,Gift Card,3,0.36,Horror,1.11,Dormant,51+
32,Other,Standard,17.48,4,North America,Laptop,13.99,False,Crypto,4,3.5,Horror,1.25,Active,26-35
43,Female,Basic,17.9,48,Asia,Desktop,8.99,True,Crypto,2,0.37,Documentary,1.99,Dormant,36-50
28,Other,Standard,50.73,12,North America,Desktop,13.99,False,Credit Card,4,3.9,Documentary,3.63,Intermittent,26-35
41,Male,Premium,60.32,25,Asia,Tv,17.99,False,Paypal,5,2.32,Comedy,3.35,Intermittent,36-50
50,Other,Basic,6.53,19,Europe,Mobile,8.99,False,Crypto,5,0.33,Sci-Fi,0.73,Intermittent,36-50
59,Female,Premium,23.31,50,South America,Tv,17.99,False,Gift Card,3,0.46,Comedy,1.3,Dormant,51+
51,Other,Premium,10.47,22,South America,Tablet,17.99,False,Credit Card,2,0.46,Horror,0.58,Intermittent,51+
19,Male,Premium,5.34,3,North America,Tablet,17.99,False,Debit Card,1,1.33,Action,0.3,Active,18-25
25,Other,Standard,5.36,23,Africa,Mobile,13.99,False,Crypto,4,0.22,Comedy,0.38,Intermittent,18-25
61,Other,Standard,19.49,9,Asia,Tv,13.99,False,Paypal,1,1.95,Drama,1.39,Intermittent,51+
39,Other,Standard,14.12,12,Europe,Desktop,13.99,False,Credit Card,5,1.09,Documentary,1.01,Intermittent,36-50
53,Male,Basic,7.21,53,North America,Mobile,8.99,True,Credit Card,3,0.13,Comedy,0.8,Dormant,51+
21,Male,Basic,24.12,18,South America,Laptop,8.99,False,Crypto,1,1.27,Action,2.68,Intermittent,18-25
42,Other,Premium,13.25,29,Africa,Desktop,17.99,False,Paypal,4,0.44,Romance,0.74,Intermittent,36-50
65,Other,Basic,0.39,3,Oceania,Desktop,8.99,True,Paypal,2,0.1,Action,0.04,Active,51+
18,Male,Basic,32.68,58,Africa,Tv,8.99,False,Gift Card,5,0.55,Romance,3.64,Dormant,18-25
45,Other,Standard,12.64,33,North America,Desktop,13.99,True,Crypto,4,0.37,Romance,0.9,Dormant,36-50
19,Female,Premium,1.8,4,Africa,Tablet,17.99,False,Debit Card,2,0.36,Documentary,0.1,Active,18-25
45,Other,Premium,21.12,27,Oceania,Desktop,17.99,False,Credit Card,5,0.75,Drama,1.17,Intermittent,36-50
24,Female,Standard,1.68,45,Asia,Mobile,13.99,True,Credit Card,3,0.04,Comedy,0.12,Dormant,18-25
48,Other,Standard,3.22,33,Asia,Desktop,13.99,True,Paypal,1,0.09,Comedy,0.23,Dormant,36-50
67,Female,Basic,8.03,34,Asia,Desktop,8.99,True,Crypto,1,0.23,Romance,0.89,Dormant,51+
41,Female,Basic,7.36,30,South America,Tv,8.99,False,Paypal,3,0.24,Drama,0.82,Intermittent,36-50
35,Female,Premium,1.84,30,Asia,Desktop,17.99,True,Crypto,3,0.06,Horror,0.1,Intermittent,26-35
50,Female,Standard,19.48,49,Europe,Laptop,13.99,True,Gift Card,3,0.39,Comedy,1.39,Dormant,36-50
24,Male,Premium,33.35,38,Africa,Tv,17.99,False,Credit Card,1,0.86,Documentary,1.85,Dormant,18-25
30,Female,Premium,3.63,35,Europe,Desktop,17.99,True,Paypal,3,0.1,Drama,0.2,Dormant,26-35
44,Female,Premium,15.31,26,North America,Tv,17.99,False,Crypto,5,0.57,Sci-Fi,0.85,Intermittent,36-50
61,Female,Basic,14.55,37,South America,Laptop,8.99,True,Gift Card,2,0.38,Documentary,1.62,Dormant,51+
43,Female,Standard,19.95,40,North America,Laptop,13.99,True,Paypal,1,0.49,Horror,1.43,Dormant,36-50
54,Other,Basic,9.92,27,Asia,Laptop,8.99,True,Credit Card,1,0.35,Drama,1.1,Intermittent,51+
39,Female,Standard,1.72,24,Asia,Tablet,13.99,True,Gift Card,5,0.07,Drama,0.12,Intermittent,36-50
43,Female,Standard,8.45,20,Africa,Laptop,13.99,False,Gift Card,3,0.4,Documentary,0.6,Intermittent,36-50
26,Other,Standard,13.02,41,North America,Tablet,13.99,True,Crypto,1,0.31,Sci-Fi,0.93,Dormant,26-35
22,Male,Standard,0.12,4,Asia,Laptop,13.99,False,Paypal,5,0.02,Drama,0.01,Active,18-25
32,Male,Standard,5.6,44,Europe,Mobile,13.99,True,Paypal,3,0.12,Horror,0.4,Dormant,26-35
28,Other,Premium,0.68,53,North America,Laptop,17.99,True,Crypto,1,0.01,Comedy,0.04,Dormant,26-35
50,Male,Standard,1.96,60,Oceania,Laptop,13.99,True,Crypto,2,0.03,Horror,0.14,Dormant,36-50
25,Other,Basic,6.38,58,Europe,Desktop,8.99,True,Paypal,3,0.11,Documentary,0.71,Dormant,18-25
46,Female,Premium,0.5,51,South America,Tablet,17.99,True,Debit Card,4,0.01,Comedy,0.03,Dormant,36-50
69,Other,Premium,15.94,36,South America,Laptop,17.99,True,Debit Card,2,0.43,Drama,0.89,Dormant,51+
57,Female,Basic,0.71,42,North America,Tv,8.99,True,Debit Card,4,0.02,Sci-Fi,0.08,Dormant,51+
37,Other,Premium,1.32,47,North America,Desktop,17.99,True,Paypal,3,0.03,Drama,0.07,Dormant,36-50
66,Female,Basic,37.6,35,South America,Mobile,8.99,False,Gift Card,3,1.04,Comedy,4.18,Dormant,51+
44,Female,Standard,2.69,12,Africa,Mobile,13.99,False,Credit Card,5,0.21,Sci-Fi,0.19,Intermittent,36-50
66,Male,Basic,5.07,38,North America,Mobile,8.99,True,Paypal,5,0.13,Sci-Fi,0.56,Dormant,51+
39,Female,Premium,15.78,25,Oceania,Laptop,17.99,False,Gift Card,4,0.61,Romance,0.88,Intermittent,36-50
63,Female,Premium,9.84,46,South America,Mobile,17.99,True,Paypal,2,0.21,Romance,0.55,Dormant,51+
39,Male,Basic,0.21,39,South America,Laptop,8.99,True,Paypal,3,0.01,Action,0.02,Dormant,36-50
62,Male,Standard,9.15,55,North America,Tablet,13.99,True,Gift Card,5,0.16,Sci-Fi,0.65,Dormant,51+
63,Female,Standard,3.86,14,Europe,Mobile,13.99,True,Crypto,5,0.26,Documentary,0.28,Intermittent,51+
33,Female,Standard,6.82,17,Africa,Tablet,13.99,False,Paypal,3,0.38,Sci-Fi,0.49,Intermittent,26-35
18,Female,Premium,11.82,59,Africa,Laptop,17.99,True,Credit Card,2,0.2,Drama,0.66,Dormant,18-25
68,Female,Standard,6.49,6,South America,Desktop,13.99,False,Credit Card,1,0.93,Drama,0.46,Active,51+
20,Male,Premium,2.04,52,Africa,Laptop,17.99,True,Debit Card,5,0.04,Action,0.11,Dormant,18-25
62,Other,Basic,18.42,45,North America,Desktop,8.99,True,Debit Card,3,0.4,Documentary,2.05,Dormant,51+
24,Female,Premium,0.98,46,Europe,Laptop,17.99,True,Debit Card,4,0.02,Romance,0.05,Dormant,18-25
39,Female,Premium,17.26,21,South America,Tv,17.99,False,Debit Card,5,0.78,Documentary,0.96,Intermittent,36-50
46,Other,Standard,4.0,42,Asia,Laptop,13.99,True,Credit Card,3,0.09,Comedy,0.29,Dormant,36-50
38,Female,Standard,47.25,12,Africa,Laptop,13.99,False,Gift Card,1,3.63,Documentary,3.38,Intermittent,36-50
30,Male,Premium,2.19,24,Asia,Laptop,17.99,True,Gift Card,5,0.09,Romance,0.12,Intermittent,26-35
29,Other,Basic,7.83,39,Oceania,Mobile,8.99,True,Paypal,1,0.2,Romance,0.87,Dormant,26-35
66,Other,Premium,8.07,20,Africa,Desktop,17.99,False,Gift Card,5,0.38,Romance,0.45,Intermittent,51+
54,Female,Standard,9.97,2,Asia,Tablet,13.99,False,Debit Card,2,3.32,Romance,0.71,Active,51+
37,Male,Standard,5.47,39,Asia,Tv,13.99,True,Gift Card,2,0.14,Horror,0.39,Dormant,36-50
41,Other,Premium,0.87,33,South America,Tablet,17.99,True,Paypal,4,0.03,Documentary,0.05,Dormant,36-50
47,Male,Standard,13.37,46,Asia,Mobile,13.99,True,Crypto,3,0.28,Sci-Fi,0.96,Dormant,36-50
41,Female,Premium,0.43,60,Europe,Laptop,17.99,True,Debit Card,3,0.01,Action,0.02,Dormant,36-50
18,Other,Premium,8.3,41,Oceania,Mobile,17.99,True,Crypto,5,0.2,Romance,0.46,Dormant,18-25
69,Female,Basic,40.16,16,Asia,Tv,8.99,False,Debit Card,4,2.36,Drama,4.47,Intermittent,51+
58,Female,Premium,0.45,7,Oceania,Tv,17.99,True,Crypto,1,0.06,Sci-Fi,0.03,Active,51+
65,Female,Standard,45.1,58,Africa,Tablet,13.99,False,Credit Card,3,0.76,Romance,3.22,Dormant,51+
24,Other,Premium,15.55,30,Africa,Tablet,17.99,False,Gift Card,1,0.5,Horror,0.86,Intermittent,18-25
65,Other,Standard,1.64,15,South America,Tablet,13.99,True,Crypto,2,0.1,Horror,0.12,Intermittent,51+
27,Other,Premium,2.3,1,Europe,Mobile,17.99,False,Credit Card,5,1.15,Romance,0.13,Active,26-35
53,Female,Standard,0.89,42,Europe,Tv,13.99,True,Credit Card,3,0.02,Romance,0.06,Dormant,51+
22,Female,Premium,26.78,38,Europe,Desktop,17.99,False,Paypal,4,0.69,Comedy,1.49,Dormant,18-25
63,Female,Premium,2.81,0,South America,Tablet,17.99,False,Gift Card,5,2.81,Drama,0.16,Active,51+
29,Female,Standard,3.69,1,North America,Tablet,13.99,False,Credit Card,1,1.84,Documentary,0.26,Active,26-35
62,Male,Standard,27.16,45,Europe,Desktop,13.99,False,Credit Card,2,0.59,Comedy,1.94,Dormant,51+
34,Male,Standard,15.02,13,Europe,Mobile,13.99,False,Paypal,2,1.07,Romance,1.07,Intermittent,26-35
21,Other,Standard,3.18,41,Europe,Laptop,13.99,True,Paypal,1,0.08,Documentary,0.23,Dormant,18-25
53,Male,Basic,79.83,27,Oceania,Tv,8.99,False,Gift Card,3,2.85,Sci-Fi,8.88,Intermittent,51+
63,Other,Standard,3.13,45,North America,Laptop,13.99,True,Gift Card,2,0.07,Sci-Fi,0.22,Dormant,51+
65,Male,Standard,15.33,17,North America,Desktop,13.99,False,Gift Card,1,0.85,Sci-Fi,1.1,Intermittent,51+
45,Male,Standard,2.69,8,Asia,Tablet,13.99,True,Crypto,3,0.3,Drama,0.19,Intermittent,36-50
53,Female,Basic,0.19,25,North America,Laptop,8.99,True,Paypal,4,0.01,Romance,0.02,Intermittent,51+
60,Male,Basic,4.37,59,North America,Laptop,8.99,True,Crypto,2,0.07,Sci-Fi,0.49,Dormant,51+
35,Male,Premium,28.76,23,South America,Tablet,17.99,False,Gift Card,1,1.2,Sci-Fi,1.6,Intermittent,26-35
51,Female,Standard,1.91,8,Europe,Laptop,13.99,True,Paypal,3,0.21,Comedy,0.14,Intermittent,51+
27,Female,Basic,5.3,1,Africa,Mobile,8.99,False,Paypal,2,2.65,Documentary,0.59,Active,26-35
28,Other,Premium,9.9,19,Europe,Tablet,17.99,False,Gift Card,5,0.49,Sci-Fi,0.55,Intermittent,26-35
18,Female,Basic,5.64,44,Europe,Tablet,8.99,True,Gift Card,4,0.13,Horror,0.63,Dormant,18-25
22,Other,Basic,7.06,58,Asia,Mobile,8.99,True,Credit Card,3,0.12,Documentary,0.79,Dormant,18-25
61,Male,Standard,2.15,33,South America,Mobile,13.99,True,Crypto,1,0.06,Sci-Fi,0.15,Dormant,51+
54,Other,Standard,4.69,6,South America,Laptop,13.99,False,Gift Card,5,0.67,Documentary,0.34,Active,51+
52,Female,Premium,2.05,24,Africa,Mobile,17.99,True,Gift Card,2,0.08,Romance,0.11,Intermittent,51+
24,Male,Premium,26.44,28,Africa,Mobile,17.99,False,Gift Card,1,0.91,Documentary,1.47,Intermittent,18-25
38,Other,Basic,4.26,42,Europe,Mobile,8.99,True,Gift Card,5,0.1,Action,0.47,Dormant,36-50
44,Other,Standard,6.9,21,Europe,Mobile,13.99,False,Gift Card,4,0.31,Horror,0.49,Intermittent,36-50
64,Male,Standard,8.4,47,South America,Tv,13.99,True,Crypto,4,0.18,Documentary,0.6,Dormant,51+
23,Female,Basic,5.22,12,Africa,Tv,8.99,False,Paypal,2,0.4,Horror,0.58,Intermittent,18-25
22,Male,Premium,23.15,42,South America,Tv,17.99,False,Gift Card,1,0.54,Sci-Fi,1.29,Dormant,18-25
23,Other,Basic,11.07,28,South America,Desktop,8.99,True,Paypal,1,0.38,Sci-Fi,1.23,Intermittent,18-25
68,Female,Basic,10.14,9,Europe,Tv,8.99,False,Gift Card,1,1.01,Sci-Fi,1.13,Intermittent,51+
18,Other,Basic,20.15,4,South America,Tv,8.99,False,Crypto,4,4.03,Horror,2.24,Active,18-25
36,Male,Premium,6.59,58,South America,Mobile,17.99,True,Gift Card,5,0.11,Sci-Fi,0.37,Dormant,36-50
26,Female,Basic,2.58,16,Asia,Desktop,8.99,True,Credit Card,5,0.15,Horror,0.29,Intermittent,26-35
33,Male,Standard,8.27,58,Africa,Mobile,13.99,True,Gift Card,4,0.14,Romance,0.59,Dormant,26-35
50,Other,Standard,6.11,12,Africa,Tv,13.99,False,Debit Card,2,0.47,Documentary,0.44,Intermittent,36-50
34,Male,Basic,31.66,60,Africa,Tv,8.99,False,Gift Card,5,0.52,Sci-Fi,3.52,Dormant,26-35
22,Other,Premium,0.76,52,South America,Tv,17.99,True,Credit Card,1,0.01,Comedy,0.04,Dormant,18-25
61,Female,Basic,4.18,47,South America,Laptop,8.99,True,Debit Card,2,0.09,Drama,0.46,Dormant,51+
30,Female,Basic,2.56,32,Oceania,Tablet,8.99,True,Crypto,1,0.08,Horror,0.28,Dormant,26-35
32,Female,Basic,17.67,14,Asia,Tv,8.99,False,Paypal,4,1.18,Romance,1.97,Intermittent,26-35
56,Female,Premium,17.25,52,Oceania,Laptop,17.99,False,Paypal,5,0.33,Sci-Fi,0.96,Dormant,51+
58,Male,Premium,21.56,39,Europe,Tv,17.99,False,Crypto,4,0.54,Drama,1.2,Dormant,51+
61,Other,Premium,5.87,8,Africa,Laptop,17.99,False,Crypto,5,0.65,Horror,0.33,Intermittent,51+
51,Other,Basic,2.42,9,Europe,Tablet,8.99,True,Crypto,5,0.24,Documentary,0.27,Intermittent,51+
24,Other,Premium,2.43,32,Oceania,Tv,17.99,True,Debit Card,2,0.07,Documentary,0.14,Dormant,18-25
40,Male,Premium,18.06,21,Oceania,Desktop,17.99,False,Gift Card,1,0.82,Sci-Fi,1.0,Intermittent,36-50
51,Other,Premium,7.64,13,Africa,Laptop,17.99,False,Gift Card,2,0.55,Romance,0.42,Intermittent,51+
56,Other,Premium,1.54,10,Africa,Tablet,17.99,True,Credit Card,3,0.14,Romance,0.09,Intermittent,51+
53,Other,Premium,21.9,28,Africa,Desktop,17.99,False,Credit Card,2,0.76,Documentary,1.22,Intermittent,51+
20,Other,Standard,2.13,8,Oceania,Desktop,13.99,True,Gift Card,3,0.24,Horror,0.15,Intermittent,18-25
43,Other,Basic,4.07,19,Asia,Desktop,8.99,True,Debit Card,3,0.2,Horror,0.45,Intermittent,36-50
64,Female,Basic,0.65,43,Asia,Laptop,8.99,True,Paypal,3,0.01,Drama,0.07,Dormant,51+
40,Female,Premium,6.11,28,North America,Desktop,17.99,False,Credit Card,1,0.21,Romance,0.34,Intermittent,36-50
29,Female,Premium,4.53,15,North America,Mobile,17.99,False,Credit Card,4,0.28,Horror,0.25,Intermittent,26-35
47,Other,Premium,15.18,30,Asia,Desktop,17.99,False,Crypto,4,0.49,Horror,0.84,Intermittent,36-50
51,Female,Basic,13.92,29,South America,Desktop,8.99,True,Gift Card,1,0.46,Drama,1.55,Intermittent,51+
25,Male,Premium,5.62,49,Africa,Tablet,17.99,False,Credit Card,5,0.11,Horror,0.31,Dormant,18-25
35,Female,Standard,2.42,59,Europe,Laptop,13.99,True,Paypal,3,0.04,Drama,0.17,Dormant,26-35
38,Male,Basic,9.06,30,Europe,Mobile,8.99,False,Credit Card,2,0.29,Drama,1.01,Intermittent,36-50
58,Female,Basic,34.53,0,Asia,Tv,8.99,False,Gift Card,4,34.53,Romance,3.84,Active,51+
68,Other,Basic,2.28,6,Asia,Desktop,8.99,True,Credit Card,3,0.33,Romance,0.25,Active,51+
28,Female,Standard,28.8,49,South America,Laptop,13.99,False,Credit Card,3,0.58,Documentary,2.06,Dormant,26-35
57,Male,Standard,14.87,46,North America,Tablet,13.99,False,Debit Card,4,0.32,Romance,1.06,Dormant,51+
52,Other,Basic,13.94,56,Asia,Desktop,8.99,True,Paypal,3,0.24,Documentary,1.55,Dormant,51+
70,Female,Premium,10.54,0,Europe,Desktop,17.99,False,Crypto,4,10.54,Documentary,0.59,Active,51+
68,Female,Standard,56.43,18,Asia,Tablet,13.99,False,Paypal,2,2.97,Romance,4.03,Intermittent,51+
53,Other,Standard,39.33,16,Oceania,Laptop,13.99,False,Debit Card,4,2.31,Documentary,2.81,Intermittent,51+
44,Male,Basic,15.61,30,North America,Desktop,8.99,False,Crypto,5,0.5,Romance,1.74,Intermittent,36-50
68,Female,Standard,0.22,51,Asia,Desktop,13.99,True,Credit Card,1,0.0,Sci-Fi,0.02,Dormant,51+
64,Female,Standard,3.92,17,Oceania,Desktop,13.99,False,Credit Card,5,0.22,Horror,0.28,Intermittent,51+
65,Female,Standard,2.26,60,South America,Mobile,13.99,True,Credit Card,2,0.04,Horror,0.16,Dormant,51+
28,Female,Premium,1.79,5,Oceania,Tv,17.99,False,Gift Card,5,0.3,Drama,0.1,Active,26-35
50,Male,Premium,22.44,29,Europe,Tablet,17.99,False,Credit Card,2,0.75,Action,1.25,Intermittent,36-50
59,Female,Standard,23.59,43,North America,Desktop,13.99,False,Debit Card,1,0.54,Romance,1.69,Dormant,51+
38,Other,Premium,24.19,22,Oceania,Mobile,17.99,False,Gift Card,2,1.05,Romance,1.34,Intermittent,36-50
49,Female,Basic,6.56,10,Africa,Tv,8.99,False,Debit Card,5,0.6,Comedy,0.73,Intermittent,36-50
40,Male,Standard,16.13,47,Asia,Mobile,13.99,False,Debit Card,5,0.34,Comedy,1.15,Dormant,36-50
39,Female,Standard,19.16,60,Africa,Tablet,13.99,False,Debit Card,5,0.31,Horror,1.37,Dormant,36-50
34,Female,Standard,1.28,57,Africa,Tablet,13.99,True,Crypto,4,0.02,Romance,0.09,Dormant,26-35
20,Male,Premium,32.04,26,Europe,Tablet,17.99,False,Paypal,3,1.19,Action,1.78,Intermittent,18-25
28,Female,Premium,0.12,2,North America,Laptop,17.99,False,Paypal,5,0.04,Comedy,0.01,Active,26-35
18,Female,Standard,0.25,37,Africa,Laptop,13.99,True,Debit Card,5,0.01,Sci-Fi,0.02,Dormant,18-25
19,Male,Basic,4.46,50,Africa,Desktop,8.99,True,Credit Card,3,0.09,Documentary,0.5,Dormant,18-25
32,Other,Premium,4.24,14,Africa,Tv,17.99,True,Gift Card,2,0.28,Drama,0.24,Intermittent,26-35
19,Female,Standard,8.62,57,Asia,Laptop,13.99,True,Paypal,3,0.15,Action,0.62,Dormant,18-25
22,Female,Basic,11.96,45,Europe,Mobile,8.99,True,Paypal,2,0.26,Action,1.33,Dormant,18-25
55,Male,Standard,10.1,4,Asia,Desktop,13.99,False,Debit Card,4,2.02,Sci-Fi,0.72,Active,51+
21,Female,Standard,0.44,1,Asia,Tablet,13.99,True,Paypal,1,0.22,Romance,0.03,Active,18-25
39,Other,Premium,1.12,27,North America,Mobile,17.99,True,Gift Card,5,0.04,Sci-Fi,0.06,Intermittent,36-50
53,Other,Basic,14.1,42,North America,Laptop,8.99,True,Paypal,5,0.33,Horror,1.57,Dormant,51+
27,Other,Premium,30.8,16,Europe,Desktop,17.99,False,Paypal,2,1.81,Action,1.71,Intermittent,26-35
29,Other,Standard,10.74,27,South America,Tablet,13.99,False,Paypal,5,0.38,Drama,0.77,Intermittent,26-35
70,Female,Standard,8.27,60,Europe,Tablet,13.99,True,Gift Card,3,0.14,Comedy,0.59,Dormant,51+
51,Male,Standard,12.91,42,North America,Tablet,13.99,True,Debit Card,1,0.3,Comedy,0.92,Dormant,51+
